Temperatura,Deformacion,Esfuerzo
-20.0,0.3,52.7193987
-20.0,0.35,61.45007554218751
-20.0,0.4,69.87826879999999
-20.0,0.45,77.78842519218759
-20.0,0.5,84.97218750000005
-20.0,0.55,91.24983575468747
-20.0,0.6,96.48835679999999
-20.0,0.65,100.61614222968765
-20.0,0.7,103.63431470000012
-20.0,0.75,105.62468261718766
-20.0,0.8,106.7543231999997
-19.0,0.0,0.0
-19.0,0.05,9.144521020625
-19.0,0.1,17.89102232
-19.0,0.15,26.540971910625
-19.0,0.2,35.247602480000005
-19.0,0.25,44.04185351562501
-19.0,0.3,52.857743279999994
-19.0,0.35,61.55717063562501
-19.0,0.4,69.95414671999998
-19.0,0.45,77.83845647062508
-19.0,0.5,84.99875000000006
-19.0,0.55,91.24506382062496
-19.0,0.6,96.43077192
-19.0,0.65,100.47396668562514
-19.0,0.7,103.37826968000012
-19.0,0.75,105.25307226562515
-19.0,0.8,106.3332060799997
-18.0,0.0,0.0
-18.0,0.05,9.1218229740625
-18.0,0.1,17.93118434
-18.0,0.15,26.6506738415625
-18.0,0.2,35.39866576000001
-18.0,0.25,44.19953222656251
-18.0,0.3,52.996087859999996
-18.0,0.35,61.664265729062514
-18.0,0.4,70.03002464
-18.0,0.45,77.88848774906258
-18.0,0.5,85.02531250000006
-18.0,0.55,91.24029188656246
-18.0,0.6,96.37318703999999
-18.0,0.65,100.33179114156263
-18.0,0.7,103.12222466000011
-18.0,0.75,104.88146191406264
-18.0,0.8,105.91208895999969
-17.0,0.0,0.0
-17.0,0.05,9.0991249275
-17.0,0.1,17.971346360000002
-17.0,0.15,26.7603757725
-17.0,0.2,35.54972904
-17.0,0.25,44.35721093750001
-17.0,0.3,53.13443244
-17.0,0.35,61.771360822500014
-17.0,0.4,70.10590255999999
-17.0,0.45,77.93851902750008
-17.0,0.5,85.05187500000005
-17.0,0.55,91.23551995249994
-17.0,0.6,96.31560216
-17.0,0.65,100.18961559750012
-17.0,0.7,102.8661796400001
-17.0,0.75,104.50985156250013
-17.0,0.8,105.4909718399997
-16.0,0.0,0.0
-16.0,0.05,9.0764268809375
-16.0,0.1,18.011508380000002
-16.0,0.15,26.870077703437502
-16.0,0.2,35.700792320000005
-16.0,0.25,44.51488964843751
-16.0,0.3,53.27277701999999
-16.0,0.35,61.87845591593751
-16.0,0.4,70.18178047999999
-16.0,0.45,77.98855030593757
-16.0,0.5,85.07843750000005
-16.0,0.55,91.23074801843744
-16.0,0.6,96.25801727999999
-16.0,0.65,100.04744005343761
-16.0,0.7,102.6101346200001
-16.0,0.75,104.13824121093762
-16.0,0.8,105.0698547199997
-15.0,0.0,0.0
-15.0,0.05,9.053728834375
-15.0,0.1,18.051670400000003
-15.0,0.15,26.979779634375003
-15.0,0.2,35.85185560000001
-15.0,0.25,44.672568359375006
-15.0,0.3,53.411121599999994
-15.0,0.35,61.98555100937501
-15.0,0.4,70.2576584
-15.0,0.45,78.03858158437507
-15.0,0.5,85.10500000000005
-15.0,0.55,91.22597608437493
-15.0,0.6,96.2004324
-15.0,0.65,99.90526450937512
-15.0,0.7,102.3540896000001
-15.0,0.75,103.76663085937511
-15.0,0.8,104.64873759999969
-14.0,0.0,0.0
-14.0,0.05,9.031030787812501
-14.0,0.1,18.091832420000003
-14.0,0.15,27.0894815653125
-14.0,0.2,36.00291888000001
-14.0,0.25,44.83024707031251
-14.0,0.3,53.549466179999996
-14.0,0.35,62.09264610281251
-14.0,0.4,70.33353632
-14.0,0.45,78.08861286281257
-14.0,0.5,85.13156250000004
-14.0,0.55,91.22120415031243
-14.0,0.6,96.14284752
-14.0,0.65,99.7630889653126
-14.0,0.7,102.09804458000009
-14.0,0.75,103.3950205078126
-14.0,0.8,104.22762047999969
-13.0,0.0,0.0
-13.0,0.05,9.008332741250001
-13.0,0.1,18.131994440000003
-13.0,0.15,27.19918349625
-13.0,0.2,36.153982160000005
-13.0,0.25,44.98792578125001
-13.0,0.3,53.68781075999999
-13.0,0.35,62.19974119625001
-13.0,0.4,70.40941423999999
-13.0,0.45,78.13864414125005
-13.0,0.5,85.15812500000004
-13.0,0.55,91.21643221624993
-13.0,0.6,96.08526264
-13.0,0.65,99.6209134212501
-13.0,0.7,101.84199956000009
-13.0,0.75,103.0234101562501
-13.0,0.8,103.80650335999968
-12.0,0.0,0.0
-12.0,0.05,8.985634694687501
-12.0,0.1,18.172156460000004
-12.0,0.15,27.3088854271875
-12.0,0.2,36.30504544000001
-12.0,0.25,45.14560449218751
-12.0,0.3,53.82615533999999
-12.0,0.35,62.30683628968751
-12.0,0.4,70.48529216
-12.0,0.45,78.18867541968756
-12.0,0.5,85.18468750000004
-12.0,0.55,91.21166028218741
-12.0,0.6,96.02767776
-12.0,0.65,99.47873787718758
-12.0,0.7,101.58595454000007
-12.0,0.75,102.65179980468758
-12.0,0.8,103.38538623999969
-11.0,0.0,0.0
-11.0,0.05,8.962936648125
-11.0,0.1,18.212318480000004
-11.0,0.15,27.418587358125002
-11.0,0.2,36.45610872000001
-11.0,0.25,45.30328320312501
-11.0,0.3,53.964499919999994
-11.0,0.35,62.41393138312501
-11.0,0.4,70.56117008
-11.0,0.45,78.23870669812506
-11.0,0.5,85.21125000000004
-11.0,0.55,91.2068883481249
-11.0,0.6,95.97009288
-11.0,0.65,99.33656233312507
-11.0,0.7,101.32990952000007
-11.0,0.75,102.28018945312508
-11.0,0.8,102.96426911999968
-10.0,0.0,0.0
-10.0,0.05,8.9402386015625
-10.0,0.1,18.252480500000004
-10.0,0.15,27.528289289062503
-10.0,0.2,36.607172000000006
-10.0,0.25,45.46096191406251
-10.0,0.3,54.10284449999999
-10.0,0.35,62.52102647656251
-10.0,0.4,70.637048
-10.0,0.45,78.28873797656254
-10.0,0.5,85.23781250000003
-10.0,0.55,91.2021164140624
-10.0,0.6,95.912508
-10.0,0.65,99.19438678906256
-10.0,0.7,101.07386450000007
-10.0,0.75,101.90857910156257
-10.0,0.8,102.54315199999968
-9.0,0.0,0.0
-9.0,0.05,8.917540555
-9.0,0.1,18.292642520000005
-9.0,0.15,27.637991220000004
-9.0,0.2,36.75823528000001
-9.0,0.25,45.61864062500001
-9.0,0.3,54.24118907999999
-9.0,0.35,62.628121570000005
-9.0,0.4,70.71292592
-9.0,0.45,78.33876925500005
-9.0,0.5,85.26437500000003
-9.0,0.55,91.1973444799999
-9.0,0.6,95.85492312000001
-9.0,0.65,99.05221124500005
-9.0,0.7,100.81781948000007
-9.0,0.75,101.53696875000006
-9.0,0.8,102.12203487999967
-8.0,0.0,0.0
-8.0,0.05,8.8948425084375
-8.0,0.1,18.332804540000005
-8.0,0.15,27.7476931509375
-8.0,0.2,36.90929856000001
-8.0,0.25,45.77631933593751
-8.0,0.3,54.37953365999999
-8.0,0.35,62.735216663437505
-8.0,0.4,70.78880384
-8.0,0.45,78.38880053343755
-8.0,0.5,85.29093750000003
-8.0,0.55,91.1925725459374
-8.0,0.6,95.79733824
-8.0,0.65,98.91003570093754
-8.0,0.7,100.56177446000007
-8.0,0.75,101.16535839843755
-8.0,0.8,101.70091775999967
-7.0,0.0,0.0
-7.0,0.05,8.872144461875001
-7.0,0.1,18.372966560000005
-7.0,0.15,27.857395081875
-7.0,0.2,37.060361840000006
-7.0,0.25,45.93399804687501
-7.0,0.3,54.51787823999999
-7.0,0.35,62.842311756875006
-7.0,0.4,70.86468176000001
-7.0,0.45,78.43883181187503
-7.0,0.5,85.31750000000002
-7.0,0.55,91.18780061187488
-7.0,0.6,95.73975336000001
-7.0,0.65,98.76786015687503
-7.0,0.7,100.30572944000005
-7.0,0.75,100.79374804687504
-7.0,0.8,101.27980063999968
-6.0,0.0,0.0
-6.0,0.05,8.849446415312501
-6.0,0.1,18.413128580000002
-6.0,0.15,27.967097012812502
-6.0,0.2,37.21142512000001
-6.0,0.25,46.091676757812515
-6.0,0.3,54.65622281999999
-6.0,0.35,62.949406850312506
-6.0,0.4,70.94055968
-6.0,0.45,78.48886309031253
-6.0,0.5,85.34406250000002
-6.0,0.55,91.18302867781237
-6.0,0.6,95.68216848
-6.0,0.65,98.62568461281252
-6.0,0.7,100.04968442000005
-6.0,0.75,100.42213769531253
-6.0,0.8,100.85868351999967
-5.0,0.0,0.0
-5.0,0.05,8.826748368750001
-5.0,0.1,18.453290600000003
-5.0,0.15,28.076798943750003
-5.0,0.2,37.36248840000001
-5.0,0.25,46.24935546875001
-5.0,0.3,54.79456739999999
-5.0,0.35,63.05650194375001
-5.0,0.4,71.0164376
-5.0,0.45,78.53889436875004
-5.0,0.5,85.37062500000002
-5.0,0.55,91.17825674374987
-5.0,0.6,95.62458360000001
-5.0,0.65,98.48350906875001
-5.0,0.7,99.79363940000005
-5.0,0.75,100.05052734375002
-5.0,0.8,100.43756639999967
-4.0,0.0,0.0
-4.0,0.05,8.8040503221875
-4.0,0.1,18.493452620000003
-4.0,0.15,28.186500874687503
-4.0,0.2,37.513551680000006
-4.0,0.25,46.407034179687514
-4.0,0.3,54.932911979999986
-4.0,0.35,63.16359703718751
-4.0,0.4,71.09231552000001
-4.0,0.45,78.58892564718752
-4.0,0.5,85.39718750000002
-4.0,0.55,91.17348480968737
-4.0,0.6,95.56699872000002
-4.0,0.65,98.34133352468751
-4.0,0.7,99.53759438000004
-4.0,0.75,99.67891699218751
-4.0,0.8,100.01644927999966
-3.0,0.0,0.0
-3.0,0.05,8.781352275625
-3.0,0.1,18.533614640000003
-3.0,0.15,28.296202805625004
-3.0,0.2,37.66461496000001
-3.0,0.25,46.56471289062501
-3.0,0.3,55.07125655999999
-3.0,0.35,63.270692130625
-3.0,0.4,71.16819344000001
-3.0,0.45,78.63895692562502
-3.0,0.5,85.42375000000001
-3.0,0.55,91.16871287562486
-3.0,0.6,95.50941384000001
-3.0,0.65,98.199157980625
-3.0,0.7,99.28154936000004
-3.0,0.75,99.307306640625
-3.0,0.8,99.59533215999966
-2.0,0.0,0.0
-2.0,0.05,8.7586542290625
-2.0,0.1,18.573776660000004
-2.0,0.15,28.4059047365625
-2.0,0.2,37.81567824000001
-2.0,0.25,46.722391601562514
-2.0,0.3,55.20960113999999
-2.0,0.35,63.3777872240625
-2.0,0.4,71.24407136
-2.0,0.45,78.68898820406253
-2.0,0.5,85.45031250000001
-2.0,0.55,91.16394094156234
-2.0,0.6,95.45182896000001
-2.0,0.65,98.05698243656249
-2.0,0.7,99.02550434000003
-2.0,0.75,98.93569628906249
-2.0,0.8,99.17421503999967
-1.0,0.0,0.0
-1.0,0.05,8.7359561825
-1.0,0.1,18.613938680000004
-1.0,0.15,28.515606667500002
-1.0,0.2,37.96674152000001
-1.0,0.25,46.88007031250001
-1.0,0.3,55.347945719999984
-1.0,0.35,63.4848823175
-1.0,0.4,71.31994928000002
-1.0,0.45,78.73901948250001
-1.0,0.5,85.476875
-1.0,0.55,91.15916900749984
-1.0,0.6,95.39424408
-1.0,0.65,97.91480689249998
-1.0,0.7,98.76945932000002
-1.0,0.75,98.56408593749998
-1.0,0.8,98.75309791999966
0.0,0.0,0.0
0.0,0.05,8.713258135937501
0.0,0.1,18.654100700000004
0.0,0.15,28.625308598437503
0.0,0.2,38.11780480000001
0.0,0.25,47.03774902343751
0.0,0.3,55.486290299999986
0.0,0.35,63.5919774109375
0.0,0.4,71.39582720000001
0.0,0.45,78.78905076093751
0.0,0.5,85.5034375
0.0,0.55,91.15439707343734
0.0,0.6,95.33665920000001
0.0,0.65,97.77263134843747
0.0,0.7,98.51341430000002
0.0,0.75,98.19247558593747
0.0,0.8,98.33198079999966
1.0,0.0,0.0
1.0,0.05,9.069012522826089
1.0,0.1,19.106481460869567
1.0,0.15,29.091572129347828
1.0,0.2,38.590295234782616
1.0,0.25,47.52013926630436
1.0,0.3,55.96063888695651
1.0,0.35,64.009879325
1.0,0.4,71.6869367652174
1.0,0.45,78.8802547402174
1.0,0.5,85.34195652173914
1.0,0.55,90.72809351195637
1.0,0.6,94.68482963478263
1.0,0.65,96.98056172717389
1.0,0.7,97.68397593043481
1.0,0.75,97.38804008152171
1.0,0.8,97.47993210434747
2.0,0.0,0.0
2.0,0.05,9.424766909714675
2.0,0.1,19.558862221739133
2.0,0.15,29.557835660258156
2.0,0.2,39.06278566956523
2.0,0.25,48.00252950917121
2.0,0.3,56.43498747391303
2.0,0.35,64.4277812390625
2.0,0.4,71.9780463304348
2.0,0.45,78.97145871949729
2.0,0.5,85.18047554347825
2.0,0.55,90.30178995047541
2.0,0.6,94.03300006956523
2.0,0.65,96.18849210591031
2.0,0.7,96.8545375608696
2.0,0.75,96.58360457710594
2.0,0.8,96.62788340869528
3.0,0.0,0.0
3.0,0.05,9.780521296603261
3.0,0.1,20.0112429826087
3.0,0.15,30.02409919116848
3.0,0.2,39.53527610434783
3.0,0.25,48.48491975203805
3.0,0.3,56.909336060869556
3.0,0.35,64.84568315312501
3.0,0.4,72.26915589565218
3.0,0.45,79.06266269877717
3.0,0.5,85.01899456521738
3.0,0.55,89.87548638899445
3.0,0.6,93.38117050434785
3.0,0.65,95.39642248464673
3.0,0.7,96.0250991913044
3.0,0.75,95.77916907269017
3.0,0.8,95.77583471304308
4.0,0.0,0.0
4.0,0.05,10.13627568349185
4.0,0.1,20.463623743478266
4.0,0.15,30.490362722078807
4.0,0.2,40.007766539130444
4.0,0.25,48.9673099949049
4.0,0.3,57.38368464782608
4.0,0.35,65.2635850671875
4.0,0.4,72.56026546086956
4.0,0.45,79.15386667805706
4.0,0.5,84.8575135869565
4.0,0.55,89.44918282751348
4.0,0.6,92.72934093913047
4.0,0.65,94.60435286338317
4.0,0.7,95.1956608217392
4.0,0.75,94.9747335682744
4.0,0.8,94.9237860173909
5.0,0.0,0.0
5.0,0.05,10.492030070380437
5.0,0.1,20.91600450434783
5.0,0.15,30.956626252989132
5.0,0.2,40.48025697391305
5.0,0.25,49.44970023777175
5.0,0.3,57.8580332347826
5.0,0.35,65.68148698125
5.0,0.4,72.85137502608696
5.0,0.45,79.24507065733695
5.0,0.5,84.69603260869563
5.0,0.55,89.0228792660325
5.0,0.6,92.07751137391308
5.0,0.65,93.81228324211959
5.0,0.7,94.36622245217399
5.0,0.75,94.17029806385864
5.0,0.8,94.07173732173871
6.0,0.0,0.0
6.0,0.05,10.847784457269023
6.0,0.1,21.368385265217395
6.0,0.15,31.422889783899457
6.0,0.2,40.95274740869566
6.0,0.25,49.93209048063859
6.0,0.3,58.332381821739126
6.0,0.35,66.0993888953125
6.0,0.4,73.14248459130434
6.0,0.45,79.33627463661684
6.0,0.5,84.53455163043476
6.0,0.55,88.59657570455154
6.0,0.6,91.42568180869569
6.0,0.65,93.02021362085601
6.0,0.7,93.53678408260879
6.0,0.75,93.36586255944286
6.0,0.8,93.21968862608652
7.0,0.0,0.0
7.0,0.05,11.20353884415761
7.0,0.1,21.820766026086957
7.0,0.15,31.889153314809782
7.0,0.2,41.425237843478264
7.0,0.25,50.41448072350544
7.0,0.3,58.80673040869565
7.0,0.35,66.517290809375
7.0,0.4,73.43359415652172
7.0,0.45,79.42747861589672
7.0,0.5,84.37307065217388
7.0,0.55,88.17027214307058
7.0,0.6,90.7738522434783
7.0,0.65,92.22814399959243
7.0,0.7,92.70734571304358
7.0,0.75,92.5614270550271
7.0,0.8,92.36763993043434
8.0,0.0,0.0
8.0,0.05,11.559293231046198
8.0,0.1,22.273146786956524
8.0,0.15,32.35541684572011
8.0,0.2,41.89772827826087
8.0,0.25,50.89687096637229
8.0,0.3,59.28107899565217
8.0,0.35,66.9351927234375
8.0,0.4,73.72470372173912
8.0,0.45,79.5186825951766
8.0,0.5,84.21158967391301
8.0,0.55,87.74396858158961
8.0,0.6,90.12202267826092
8.0,0.65,91.43607437832885
8.0,0.7,91.87790734347837
8.0,0.75,91.75699155061133
8.0,0.8,91.51559123478214
9.0,0.0,0.0
9.0,0.05,11.915047617934786
9.0,0.1,22.72552754782609
9.0,0.15,32.82168037663044
9.0,0.2,42.370218713043485
9.0,0.25,51.37926120923913
9.0,0.3,59.7554275826087
9.0,0.35,67.3530946375
9.0,0.4,74.0158132869565
9.0,0.45,79.6098865744565
9.0,0.5,84.05010869565213
9.0,0.55,87.31766502010865
9.0,0.6,89.47019311304354
9.0,0.65,90.64400475706529
9.0,0.7,91.04846897391317
9.0,0.75,90.95255604619555
9.0,0.8,90.66354253912995
10.0,0.0,0.0
10.0,0.05,12.270802004823372
