Temperatura,Deformacion,Esfuerzo
10.0,0.1,23.177908308695656
10.0,0.15,33.287943907540765
10.0,0.2,42.84270914782609
10.0,0.25,51.86165145210598
10.0,0.3,60.22977616956522
10.0,0.35,67.7709965515625
10.0,0.4,74.30692285217388
10.0,0.45,79.70109055373638
10.0,0.5,83.88862771739126
10.0,0.55,86.89136145862769
10.0,0.6,88.81836354782614
10.0,0.65,89.85193513580171
10.0,0.7,90.21903060434796
10.0,0.75,90.14812054177979
10.0,0.8,89.81149384347776
11.0,0.0,0.0
11.0,0.05,12.626556391711958
11.0,0.1,23.63028906956522
11.0,0.15,33.75420743845109
11.0,0.2,43.3151995826087
11.0,0.25,52.34404169497283
11.0,0.3,60.704124756521736
11.0,0.35,68.188898465625
11.0,0.4,74.59803241739128
11.0,0.45,79.79229453301626
11.0,0.5,83.72714673913039
11.0,0.55,86.46505789714672
11.0,0.6,88.16653398260875
11.0,0.65,89.05986551453813
11.0,0.7,89.38959223478275
11.0,0.75,89.34368503736403
11.0,0.8,88.95944514782558
12.0,0.0,0.0
12.0,0.05,12.982310778600546
12.0,0.1,24.082669830434785
12.0,0.15,34.220470969361415
12.0,0.2,43.787690017391306
12.0,0.25,52.82643193783967
12.0,0.3,61.17847334347826
12.0,0.35,68.6068003796875
12.0,0.4,74.88914198260866
12.0,0.45,79.88349851229616
12.0,0.5,83.5656657608695
12.0,0.55,86.03875433566574
12.0,0.6,87.51470441739137
12.0,0.65,88.26779589327455
12.0,0.7,88.56015386521756
12.0,0.75,88.53924953294825
12.0,0.8,88.10739645217338
13.0,0.0,0.0
13.0,0.05,13.338065165489132
13.0,0.1,24.535050591304348
13.0,0.15,34.68673450027174
13.0,0.2,44.26018045217391
13.0,0.25,53.30882218070652
13.0,0.3,61.65282193043478
13.0,0.35,69.02470229375
13.0,0.4,75.18025154782606
13.0,0.45,79.97470249157604
13.0,0.5,83.40418478260864
13.0,0.55,85.61245077418478
13.0,0.6,86.86287485217399
13.0,0.65,87.47572627201097
13.0,0.7,87.73071549565235
13.0,0.75,87.73481402853248
13.0,0.8,87.25534775652119
14.0,0.0,0.0
14.0,0.05,13.69381955237772
14.0,0.1,24.987431352173914
14.0,0.15,35.152998031182065
14.0,0.2,44.73267088695653
14.0,0.25,53.79121242357337
14.0,0.3,62.127170517391306
14.0,0.35,69.4426042078125
14.0,0.4,75.47136111304344
14.0,0.45,80.06590647085592
14.0,0.5,83.24270380434777
14.0,0.55,85.18614721270382
14.0,0.6,86.21104528695659
14.0,0.65,86.6836566507474
14.0,0.7,86.90127712608714
14.0,0.75,86.93037852411672
14.0,0.8,86.403299060869
15.0,0.0,0.0
15.0,0.05,14.049573939266306
15.0,0.1,25.43981211304348
15.0,0.15,35.61926156209239
15.0,0.2,45.20516132173913
15.0,0.25,54.27360266644021
15.0,0.3,62.60151910434783
15.0,0.35,69.860506121875
15.0,0.4,75.76247067826083
15.0,0.45,80.15711045013582
15.0,0.5,83.08122282608689
15.0,0.55,84.75984365122285
15.0,0.6,85.5592157217392
15.0,0.65,85.89158702948383
15.0,0.7,86.07183875652194
15.0,0.75,86.12594301970094
15.0,0.8,85.55125036521682
16.0,0.0,0.0
16.0,0.05,14.405328326154894
16.0,0.1,25.892192873913043
16.0,0.15,36.085525093002715
16.0,0.2,45.67765175652174
16.0,0.25,54.75599290930706
16.0,0.3,63.07586769130435
16.0,0.35,70.2784080359375
16.0,0.4,76.05358024347822
16.0,0.45,80.2483144294157
16.0,0.5,82.91974184782602
16.0,0.55,84.33354008974189
16.0,0.6,84.90738615652182
16.0,0.65,85.09951740822025
16.0,0.7,85.24240038695673
16.0,0.75,85.32150751528518
16.0,0.8,84.69920166956462
17.0,0.0,0.0
17.0,0.05,14.76108271304348
17.0,0.1,26.34457363478261
17.0,0.15,36.55178862391304
17.0,0.2,46.15014219130435
17.0,0.25,55.23838315217391
17.0,0.3,63.550216278260876
17.0,0.35,70.69630995
17.0,0.4,76.3446898086956
17.0,0.45,80.33951840869558
17.0,0.5,82.75826086956513
17.0,0.55,83.90723652826092
17.0,0.6,84.25555659130444
17.0,0.65,84.30744778695667
17.0,0.7,84.41296201739152
17.0,0.75,84.51707201086941
17.0,0.8,83.84715297391243
18.0,0.0,0.0
18.0,0.05,15.116837099932068
18.0,0.1,26.796954395652175
18.0,0.15,37.018052154823366
18.0,0.2,46.622632626086954
18.0,0.25,55.72077339504075
18.0,0.3,64.0245648652174
18.0,0.35,71.1142118640625
18.0,0.4,76.63579937391299
18.0,0.45,80.43072238797546
18.0,0.5,82.59677989130427
18.0,0.55,83.48093296677996
18.0,0.6,83.60372702608704
18.0,0.65,83.5153781656931
18.0,0.7,83.58352364782633
18.0,0.75,83.71263650645363
18.0,0.8,82.99510427826024
19.0,0.0,0.0
19.0,0.05,16.895609034375003
19.0,0.1,29.0588582
19.0,0.15,39.349369809375
19.0,0.2,48.985084799999996
19.0,0.25,58.13272460937499
19.0,0.3,66.39630780000002
19.0,0.35,73.203721434375
19.0,0.4,78.09134719999993
19.0,0.45,80.8867422843749
19.0,0.5,81.7893749999999
19.0,0.55,81.34941515937513
19.0,0.6,80.34457920000011
19.0,0.65,79.55503005937521
19.0,0.7,79.43633180000029
19.0,0.75,79.6904589843748
19.0,0.8,78.7348607999993
20.0,0.0,0.0
20.0,0.05,15.828345873709242
20.0,0.1,27.701715917391304
20.0,0.15,37.95057921664402
20.0,0.2,47.56761349565217
20.0,0.25,56.68555388077445
20.0,0.3,64.97326203913045
20.0,0.35,71.95001569218749
20.0,0.4,77.21801850434777
20.0,0.45,80.61313034653524
20.0,0.5,82.27381793478251
20.0,0.55,82.62832584381802
20.0,0.6,82.30006789565228
20.0,0.65,81.93123892316595
20.0,0.7,81.9246469086959
20.0,0.75,82.1037654976221
20.0,0.8,81.29100688695587
21.0,0.0,0.0
21.0,0.05,16.18410026059783
21.0,0.1,28.15409667826087
21.0,0.15,38.41684274755435
21.0,0.2,48.04010393043478
21.0,0.25,57.1679441236413
21.0,0.3,65.44761062608697
21.0,0.35,72.36791760625
21.0,0.4,77.50912806956515
21.0,0.45,80.70433432581513
21.0,0.5,82.11233695652164
21.0,0.55,82.20202228233705
21.0,0.6,81.64823833043489
21.0,0.65,81.13916930190237
21.0,0.7,81.0952085391307
21.0,0.75,81.29932999320634
21.0,0.8,80.43895819130367
22.0,0.0,0.0
22.0,0.05,16.539854647486415
22.0,0.1,28.606477439130433
22.0,0.15,38.88310627846467
22.0,0.2,48.51259436521739
22.0,0.25,57.65033436650814
22.0,0.3,65.9219592130435
22.0,0.35,72.7858195203125
22.0,0.4,77.80023763478255
22.0,0.45,80.79553830509502
22.0,0.5,81.95085597826076
22.0,0.55,81.77571872085609
22.0,0.6,80.9964087652175
22.0,0.65,80.34709968063879
22.0,0.7,80.2657701695655
22.0,0.75,80.49489448879056
22.0,0.8,79.58690949565148
23.0,0.0,0.0
23.0,0.05,16.895609034375003
23.0,0.1,29.0588582
23.0,0.15,39.349369809375
23.0,0.2,48.985084799999996
23.0,0.25,58.13272460937499
23.0,0.3,66.39630780000002
23.0,0.35,73.203721434375
23.0,0.4,78.09134719999993
23.0,0.45,80.8867422843749
23.0,0.5,81.7893749999999
23.0,0.55,81.34941515937513
23.0,0.6,80.34457920000011
23.0,0.65,79.55503005937521
23.0,0.7,79.43633180000029
23.0,0.75,79.6904589843748
23.0,0.8,78.7348607999993
24.0,0.0,0.0
24.0,0.05,17.11540482011089
24.0,0.1,29.261151551612905
24.0,0.15,39.42062717736895
24.0,0.2,48.88930317419354
24.0,0.25,57.87739840599797
24.0,0.3,66.00883628709678
24.0,0.35,72.7164962156754
24.0,0.4,77.53375927741928
24.0,0.45,80.28234821930434
24.0,0.5,81.15646169354828
24.0,0.55,80.70320277172391
24.0,0.6,79.69930172903236
24.0,0.65,78.92413309874016
24.0,0.7,78.8290269967745
24.0,0.75,79.10287471648167
24.0,0.8,78.13402859354767
25.0,0.0,0.0
25.0,0.05,17.335200605846776
25.0,0.1,29.463444903225806
25.0,0.15,39.4918845453629
25.0,0.2,48.79352154838709
25.0,0.25,57.622072202620956
25.0,0.3,65.62136477419357
25.0,0.35,72.2292709969758
25.0,0.4,76.97617135483864
25.0,0.45,79.67795415423377
25.0,0.5,80.52354838709667
25.0,0.55,80.05699038407269
25.0,0.6,79.0540242580646
25.0,0.65,78.29323613810509
25.0,0.7,78.22172219354869
25.0,0.75,78.51529044858853
25.0,0.8,77.53319638709604
26.0,0.0,0.0
26.0,0.05,17.554996391582662
26.0,0.1,29.665738254838708
26.0,0.15,39.56314191335685
26.0,0.2,48.69773992258064
26.0,0.25,57.36674599924394
26.0,0.3,65.23389326129033
26.0,0.35,71.7420457782762
26.0,0.4,76.418583432258
26.0,0.45,79.07356008916321
26.0,0.5,79.89063508064505
26.0,0.55,79.41077799642149
26.0,0.6,78.40874678709686
26.0,0.65,77.66233917747003
26.0,0.7,77.6144173903229
26.0,0.75,77.9277061806954
26.0,0.8,76.93236418064443
27.0,0.0,0.0
27.0,0.05,17.774792177318552
27.0,0.1,29.868031606451613
27.0,0.15,39.6343992813508
27.0,0.2,48.601958296774185
27.0,0.25,57.11141979586692
27.0,0.3,64.84642174838712
27.0,0.35,71.25482055957661
27.0,0.4,75.86099550967734
27.0,0.45,78.46916602409266
27.0,0.5,79.25772177419344
27.0,0.55,78.76456560877028
27.0,0.6,77.7634693161291
27.0,0.65,77.03144221683496
27.0,0.7,77.0071125870971
27.0,0.75,77.34012191280226
27.0,0.8,76.3315319741928
28.0,0.0,0.0
28.0,0.05,17.994587963054435
28.0,0.1,30.070324958064518
28.0,0.15,39.70565664934475
28.0,0.2,48.50617667096774
28.0,0.25,56.85609359248991
28.0,0.3,64.45895023548388
28.0,0.35,70.76759534087701
28.0,0.4,75.3034075870967
28.0,0.45,77.8647719590221
28.0,0.5,78.62480846774183
28.0,0.55,78.11835322111907
28.0,0.6,77.11819184516136
28.0,0.65,76.4005452561999
28.0,0.7,76.3998077838713
28.0,0.75,76.75253764490913
28.0,0.8,75.73069976774119
29.0,0.0,0.0
29.0,0.05,18.214383748790326
29.0,0.1,30.27261830967742
29.0,0.15,39.776914017338704
29.0,0.2,48.41039504516129
29.0,0.25,56.60076738911289
29.0,0.3,64.07147872258065
29.0,0.35,70.28037012217742
29.0,0.4,74.74581966451606
29.0,0.45,77.26037789395153
29.0,0.5,77.99189516129022
29.0,0.55,77.47214083346785
29.0,0.6,76.4729143741936
29.0,0.65,75.76964829556485
29.0,0.7,75.79250298064551
29.0,0.75,76.16495337701599
29.0,0.8,75.12986756128956
30.0,0.0,0.0
30.0,0.05,18.434179534526212
30.0,0.1,30.47491166129032
30.0,0.15,39.848171385332655
30.0,0.2,48.314613419354835
30.0,0.25,56.34544118573588
30.0,0.3,63.68400720967743
30.0,0.35,69.79314490347781
30.0,0.4,74.18823174193541
30.0,0.45,76.65598382888096
30.0,0.5,77.35898185483862
30.0,0.55,76.82592844581664
30.0,0.6,75.82763690322585
30.0,0.65,75.1387513349298
30.0,0.7,75.18519817741971
30.0,0.75,75.57736910912286
30.0,0.8,74.52903535483793
31.0,0.0,0.0
31.0,0.05,18.6539753202621
31.0,0.1,30.677205012903226
31.0,0.15,39.91942875332661
31.0,0.2,48.21883179354838
31.0,0.25,56.09011498235886
31.0,0.3,63.29653569677421
31.0,0.35,69.30591968477822
31.0,0.4,73.63064381935476
31.0,0.45,76.0515897638104
31.0,0.5,76.72606854838699
31.0,0.55,76.17971605816543
31.0,0.6,75.1823594322581
31.0,0.65,74.50785437429474
31.0,0.7,74.5778933741939
31.0,0.75,74.98978484122972
31.0,0.8,73.9282031483863
32.0,0.0,0.0
32.0,0.05,18.873771105997985
32.0,0.1,30.87949836451613
32.0,0.15,39.990686121320564
32.0,0.2,48.12305016774193
32.0,0.25,55.834788778981846
32.0,0.3,62.90906418387098
32.0,0.35,68.81869446607863
32.0,0.4,73.07305589677412
32.0,0.45,75.44719569873985
32.0,0.5,76.09315524193539
32.0,0.55,75.53350367051422
32.0,0.6,74.53708196129034
32.0,0.65,73.87695741365967
32.0,0.7,73.97058857096812
32.0,0.75,74.40220057333659
32.0,0.8,73.32737094193467
33.0,0.0,0.0
33.0,0.05,19.09356689173387
33.0,0.1,31.081791716129032
33.0,0.15,40.061943489314515
33.0,0.2,48.02726854193548
33.0,0.25,55.57946257560483
33.0,0.3,62.52159267096775
33.0,0.35,68.33146924737903
33.0,0.4,72.51546797419347
33.0,0.45,74.84280163366928
33.0,0.5,75.46024193548377
33.0,0.55,74.887291282863
33.0,0.6,73.89180449032258
33.0,0.65,73.2460604530246
33.0,0.7,73.36328376774232
33.0,0.75,73.81461630544345
33.0,0.8,72.72653873548305
34.0,0.0,0.0
34.0,0.05,19.31336267746976
34.0,0.1,31.284085067741934
34.0,0.15,40.133200857308466
34.0,0.2,47.931486916129025
34.0,0.25,55.32413637222781
34.0,0.3,62.13412115806453
34.0,0.35,67.84424402867943
34.0,0.4,71.95788005161282
34.0,0.45,74.23840756859872
34.0,0.5,74.82732862903217
34.0,0.55,74.24107889521179
34.0,0.6,73.24652701935484
34.0,0.65,72.61516349238954
34.0,0.7,72.75597896451652
34.0,0.75,73.22703203755032
34.0,0.8,72.12570652903143
35.0,0.0,0.0
35.0,0.05,19.533158463205645
35.0,0.1,31.48637841935484
35.0,0.15,40.20445822530242
35.0,0.2,47.83570529032258
35.0,0.25,55.068810168850796
35.0,0.3,61.7466496451613
35.0,0.35,67.35701880997983
35.0,0.4,71.40029212903218
35.0,0.45,73.63401350352815
35.0,0.5,74.19441532258054
35.0,0.55,73.59486650756058
35.0,0.6,72.60124954838709
35.0,0.65,71.98426653175449
35.0,0.7,72.14867416129073
35.0,0.75,72.63944776965718
35.0,0.8,71.5248743225798
36.0,0.0,0.0
36.0,0.05,19.752954248941535
36.0,0.1,31.688671770967744
36.0,0.15,40.27571559329637
36.0,0.2,47.73992366451613
36.0,0.25,54.81348396547378
36.0,0.3,61.35917813225807
36.0,0.35,66.86979359128023
36.0,0.4,70.84270420645153
36.0,0.45,73.02961943845759
36.0,0.5,73.56150201612894
36.0,0.55,72.94865411990936
36.0,0.6,71.95597207741933
36.0,0.65,71.35336957111943
36.0,0.7,71.54136935806493
36.0,0.75,72.05186350176405
36.0,0.8,70.92404211612818
37.0,0.0,0.0
37.0,0.05,19.97275003467742
37.0,0.1,31.890965122580646
37.0,0.15,40.34697296129032
37.0,0.2,47.644142038709674
37.0,0.25,54.55815776209677
37.0,0.3,60.97170661935485
37.0,0.35,66.38256837258064
37.0,0.4,70.28511628387088
37.0,0.45,72.42522537338704
37.0,0.5,72.92858870967731
37.0,0.55,72.30244173225816
37.0,0.6,71.31069460645159
37.0,0.65,70.72247261048437
37.0,0.7,70.93406455483913
37.0,0.75,71.46427923387091
37.0,0.8,70.32320990967656
38.0,0.0,0.0
38.0,0.05,20.192545820413308
38.0,0.1,32.09325847419355
38.0,0.15,40.41823032928427
38.0,0.2,47.54836041290322
38.0,0.25,54.30283155871975
38.0,0.3,60.584235106451615
38.0,0.35,65.89534315388104
38.0,0.4,69.72752836129024
38.0,0.45,71.82083130831646
38.0,0.5,72.29567540322572
38.0,0.55,71.65622934460694
38.0,0.6,70.66541713548384
38.0,0.65,70.0915756498493
38.0,0.7,70.32675975161334
38.0,0.75,70.87669496597778
38.0,0.8,69.72237770322494
39.0,0.0,0.0
39.0,0.05,20.412341606149194
39.0,0.1,32.295551825806456
39.0,0.15,40.48948769727822
39.0,0.2,47.45257878709677
39.0,0.25,54.047505355342736
39.0,0.3,60.1967635935484
39.0,0.35,65.40811793518144
39.0,0.4,69.16994043870959
39.0,0.45,71.2164372432459
39.0,0.5,71.66276209677409
39.0,0.55,71.01001695695572
39.0,0.6,70.02013966451608
39.0,0.65,69.46067868921425
39.0,0.7,69.71945494838754
39.0,0.75,70.28911069808464
39.0,0.8,69.12154549677331
40.0,0.0,0.0
40.0,0.05,20.63213739188508
40.0,0.1,32.49784517741936
40.0,0.15,40.56074506527217
40.0,0.2,47.35679716129032
40.0,0.25,53.79217915196572
40.0,0.3,59.809292080645164
40.0,0.35,64.92089271648184
40.0,0.4,68.61235251612894
40.0,0.45,70.61204317817534
40.0,0.5,71.02984879032249
40.0,0.55,70.36380456930452
40.0,0.6,69.37486219354832
40.0,0.65,68.82978172857918
40.0,0.7,69.11215014516173
40.0,0.75,69.7015264301915
40.0,0.8,68.52071329032168
41.0,0.0,0.0
41.0,0.05,20.85193317762097
41.0,0.1,32.70013852903226
41.0,0.15,40.63200243326612
41.0,0.2,47.261015535483864
41.0,0.25,53.5368529485887
41.0,0.3,59.42182056774194
41.0,0.35,64.43366749778225
41.0,0.4,68.0547645935483
41.0,0.45,70.00764911310478
41.0,0.5,70.39693548387086
41.0,0.55,69.71759218165332
41.0,0.6,68.72958472258058
41.0,0.65,68.19888476794412
41.0,0.7,68.50484534193593
41.0,0.75,69.11394216229837
41.0,0.8,67.91988108387007
42.0,0.0,0.0
42.0,0.05,21.071728963356854
42.0,0.1,32.90243188064516
42.0,0.15,40.703259801260074
42.0,0.2,47.16523390967741
42.0,0.25,53.281526745211686
42.0,0.3,59.034349054838714
42.0,0.35,63.946442279082646
42.0,0.4,67.49717667096765
42.0,0.45,69.40325504803421
42.0,0.5,69.76402217741926
42.0,0.55,69.0713797940021
42.0,0.6,68.08430725161283
42.0,0.65,67.56798780730907
42.0,0.7,67.89754053871013
42.0,0.75,68.52635789440524
42.0,0.8,67.31904887741844
43.0,0.0,0.0
43.0,0.05,21.291524749092744
43.0,0.1,33.10472523225806
43.0,0.15,40.774517169254025
43.0,0.2,47.069452283870966
43.0,0.25,53.02620054183467
43.0,0.3,58.64687754193549
43.0,0.35,63.459217060383054
43.0,0.4,66.939588748387
43.0,0.45,68.79886098296365
43.0,0.5,69.13110887096765
43.0,0.55,68.42516740635088
43.0,0.6,67.43902978064507
43.0,0.65,66.93709084667401
43.0,0.7,67.29023573548434
43.0,0.75,67.9387736265121
43.0,0.8,66.71821667096681
44.0,0.0,0.0
44.0,0.05,21.51132053482863
44.0,0.1,33.30701858387097
44.0,0.15,40.845774537247976
44.0,0.2,46.97367065806451
44.0,0.25,52.77087433845766
44.0,0.3,58.25940602903226
44.0,0.35,62.971991841683455
44.0,0.4,66.38200082580636
44.0,0.45,68.1944669178931
44.0,0.5,68.49819556451604
44.0,0.55,67.77895501869968
44.0,0.6,66.79375230967733
44.0,0.65,66.30619388603894
44.0,0.7,66.68293093225854
44.0,0.75,67.35118935861897
44.0,0.8,66.1173844645152
45.0,0.0,0.0
45.0,0.05,21.731116320564517
45.0,0.1,33.50931193548387
45.0,0.15,40.91703190524193
45.0,0.2,46.87788903225806
45.0,0.25,52.51554813508064
45.0,0.3,57.87193451612903
45.0,0.35,62.484766622983855
45.0,0.4,65.8244129032257
45.0,0.45,67.59007285282253
45.0,0.5,67.86528225806443
45.0,0.55,67.13274263104846
45.0,0.6,66.14847483870957
45.0,0.65,65.67529692540388
45.0,0.7,66.07562612903274
45.0,0.75,66.76360509072583
45.0,0.8,65.51655225806357
46.0,0.0,0.0
46.0,0.05,21.950912106300404
46.0,0.1,33.71160528709677
46.0,0.15,40.98828927323588
46.0,0.2,46.78210740645161
46.0,0.25,52.260221931703626
46.0,0.3,57.48446300322581
46.0,0.35,61.99754140428426
46.0,0.4,65.26682498064507
46.0,0.45,66.98567878775197
46.0,0.5,67.23236895161281
46.0,0.55,66.48653024339725
46.0,0.6,65.50319736774182
46.0,0.65,65.04439996476881
46.0,0.7,65.46832132580695
46.0,0.75,66.1760208228327
46.0,0.8,64.91572005161194
47.0,0.0,0.0
47.0,0.05,22.17070789203629
47.0,0.1,33.91389863870968
47.0,0.15,41.059546641229836
47.0,0.2,46.686325780645156
47.0,0.25,52.00489572832661
47.0,0.3,57.09699149032258
47.0,0.35,61.510316185584664
47.0,0.4,64.70923705806442
47.0,0.45,66.3812847226814
47.0,0.5,66.5994556451612
47.0,0.55,65.84031785574604
47.0,0.6,64.85791989677406
47.0,0.65,64.41350300413376
47.0,0.7,64.86101652258115
47.0,0.75,65.58843655493956
47.0,0.8,64.31488784516031
48.0,0.0,0.0
48.0,0.05,22.39050367777218
48.0,0.1,34.116191990322584
48.0,0.15,41.13080400922379
48.0,0.2,46.5905441548387
48.0,0.25,51.74956952494959
48.0,0.3,56.709519977419355
48.0,0.35,61.023090966885064
48.0,0.4,64.15164913548378
48.0,0.45,65.77689065761083
48.0,0.5,65.96654233870959
48.0,0.55,65.19410546809482
48.0,0.6,64.21264242580631
48.0,0.65,63.7826060434987
48.0,0.7,64.25371171935535
48.0,0.75,65.00085228704643
48.0,0.8,63.71405563870869
49.0,0.0,0.0
49.0,0.05,22.610299463508067
49.0,0.1,34.318485341935485
49.0,0.15,41.20206137721774
49.0,0.2,46.49476252903225
49.0,0.25,51.494243321572576
49.0,0.3,56.32204846451613
49.0,0.35,60.53586574818547
49.0,0.4,63.59406121290313
49.0,0.45,65.17249659254028
49.0,0.5,65.33362903225797
49.0,0.55,64.54789308044361
49.0,0.6,63.56736495483857
49.0,0.65,63.15170908286364
49.0,0.7,63.64640691612956
49.0,0.75,64.41326801915329
49.0,0.8,63.11322343225707
50.0,0.0,0.0
50.0,0.05,22.830095249243954
50.0,0.1,34.52077869354839
50.0,0.15,41.27331874521169
50.0,0.2,46.398980903225805
50.0,0.25,51.23891711819556
50.0,0.3,55.934576951612904
50.0,0.35,60.04864052948587
50.0,0.4,63.036473290322476
50.0,0.45,64.56810252746972
50.0,0.5,64.70071572580636
50.0,0.55,63.9016806927924
50.0,0.6,62.92208748387081
50.0,0.65,62.52081212222858
50.0,0.7,63.03910211290376
50.0,0.75,63.82568375126016
50.0,0.8,62.512391225805445
51.0,0.0,0.0
51.0,0.05,23.04989103497984
51.0,0.1,34.72307204516129
51.0,0.15,41.34457611320564
51.0,0.2,46.30319927741935
51.0,0.25,50.98359091481855
51.0,0.3,55.54710543870968
51.0,0.35,59.56141531078627
51.0,0.4,62.47888536774183
51.0,0.45,63.963708462399154
51.0,0.5,64.06780241935475
51.0,0.55,63.25546830514119
51.0,0.6,62.276810012903056
51.0,0.65,61.88991516159352
51.0,0.7,62.43179730967796
51.0,0.75,63.23809948336702
51.0,0.8,61.91155901935382
52.0,0.0,0.0
52.0,0.05,23.269686820715727
52.0,0.1,34.9253653967742
52.0,0.15,41.41583348119959
52.0,0.2,46.2074176516129
52.0,0.25,50.728264711441525
52.0,0.3,55.159633925806446
52.0,0.35,59.07419009208668
52.0,0.4,61.92129744516119
52.0,0.45,63.35931439732859
52.0,0.5,63.434889112903136
52.0,0.55,62.609255917489975
52.0,0.6,61.63153254193531
52.0,0.65,61.25901820095846
52.0,0.7,61.82449250645217
52.0,0.75,62.65051521547389
52.0,0.8,61.310726812902196
53.0,0.0,0.0
53.0,0.05,23.489482606451613
53.0,0.1,35.1276587483871
53.0,0.15,41.48709084919354
53.0,0.2,46.11163602580645
53.0,0.25,50.472938508064516
53.0,0.3,54.77216241290322
53.0,0.35,58.58696487338708
53.0,0.4,61.363709522580535
53.0,0.45,62.754920332258024
53.0,0.5,62.80197580645152
53.0,0.55,61.963043529838764
53.0,0.6,60.98625507096756
53.0,0.65,60.628121240323395
53.0,0.7,61.21718770322637
53.0,0.75,62.06293094758075
53.0,0.8,60.709894606450575
54.0,0.0,0.0
54.0,0.05,23.7092783921875
54.0,0.1,35.3299521
54.0,0.15,41.55834821718749
54.0,0.2,46.015854399999995
54.0,0.25,50.2176123046875
54.0,0.3,54.384690899999995
54.0,0.35,58.09973965468748
54.0,0.4,60.80612159999989
54.0,0.45,62.150526267187466
54.0,0.5,62.16906249999991
54.0,0.55,61.31683114218755
54.0,0.6,60.3409775999998
54.0,0.65,59.99722427968834
54.0,0.7,60.60988290000057
54.0,0.75,61.47534667968762
54.0,0.8,60.10906239999895
55.0,0.0,0.0
55.0,0.05,23.92907417792339
55.0,0.1,35.53224545161291
55.0,0.15,41.629605585181444
55.0,0.2,45.92007277419354
55.0,0.25,49.96228610131048
55.0,0.3,53.99721938709677
55.0,0.35,57.61251443598788
55.0,0.4,60.248533677419246
55.0,0.45,61.5461322021169
55.0,0.5,61.5361491935483
55.0,0.55,60.670618754536335
55.0,0.6,59.69570012903205
55.0,0.65,59.366327319053276
55.0,0.7,60.00257809677477
55.0,0.75,60.88776241179448
55.0,0.8,59.50823019354732
56.0,0.0,0.0
56.0,0.05,24.148869963659276
56.0,0.1,35.73453880322581
56.0,0.15,41.700862953175395
56.0,0.2,45.82429114838709
56.0,0.25,49.706959897933466
56.0,0.3,53.609747874193545
56.0,0.35,57.125289217288284
56.0,0.4,59.690945754838594
56.0,0.45,60.94173813704634
56.0,0.5,60.903235887096685
56.0,0.55,60.02440636688513
56.0,0.6,59.0504226580643
56.0,0.65,58.73543035841821
56.0,0.7,59.395273293548975
56.0,0.75,60.30017814390135
56.0,0.8,58.9073979870957
57.0,0.0,0.0
57.0,0.05,24.368665749395163
57.0,0.1,35.93683215483871
57.0,0.15,41.772120321169346
57.0,0.2,45.72850952258064
57.0,0.25,49.45163369455645
57.0,0.3,53.22227636129031
57.0,0.35,56.63806399858869
57.0,0.4,59.13335783225796
57.0,0.45,60.33734407197578
57.0,0.5,60.27032258064507
57.0,0.55,59.37819397923391
57.0,0.6,58.40514518709655
57.0,0.65,58.10453339778316
57.0,0.7,58.78796849032318
57.0,0.75,59.712593876008214
57.0,0.8,58.30656578064408
58.0,0.0,0.0
58.0,0.05,24.58846153513105
58.0,0.1,36.13912550645161
58.0,0.15,41.8433776891633
58.0,0.2,45.632727896774185
58.0,0.25,49.19630749117943
58.0,0.3,52.834804848387094
58.0,0.35,56.15083877988909
58.0,0.4,58.575769909677305
58.0,0.45,59.73295000690521
58.0,0.5,59.63740927419346
58.0,0.55,58.7319815915827
58.0,0.6,57.759867716128795
58.0,0.65,57.4736364371481
58.0,0.7,58.18066368709738
58.0,0.75,59.12500960811508
58.0,0.8,57.70573357419245
59.0,0.0,0.0
59.0,0.05,24.808257320866936
59.0,0.1,36.341418858064515
59.0,0.15,41.91463505715725
59.0,0.2,45.53694627096774
59.0,0.25,48.940981287802416
59.0,0.3,52.44733333548386
59.0,0.35,55.66361356118949
59.0,0.4,58.01818198709666
59.0,0.45,59.128555941834655
59.0,0.5,59.004495967741846
59.0,0.55,58.08576920393149
59.0,0.6,57.11459024516104
59.0,0.65,56.84273947651303
59.0,0.7,57.573358883871585
59.0,0.75,58.537425340221944
59.0,0.8,57.10490136774082
60.0,0.0,0.0
60.0,0.05,25.028053106602822
60.0,0.1,36.54371220967742
60.0,0.15,41.9858924251512
60.0,0.2,45.44116464516129
60.0,0.25,48.685655084425406
60.0,0.3,52.059861822580636
60.0,0.35,55.1763883424899
60.0,0.4,57.460594064516016
60.0,0.45,58.52416187676409
60.0,0.5,58.37158266129023
60.0,0.55,57.43955681628028
60.0,0.6,56.46931277419329
60.0,0.65,56.211842515877976
60.0,0.7,56.96605408064579
60.0,0.75,57.94984107232881
60.0,0.8,56.5040691612892
61.0,0.0,0.0
61.0,0.05,25.24784889233871
61.0,0.1,36.746005561290325
61.0,0.15,42.05714979314515
61.0,0.2,45.345383019354834
61.0,0.25,48.43032888104839
61.0,0.3,51.67239030967741
61.0,0.35,54.6891631237903
61.0,0.4,56.903006141935364
61.0,0.45,57.91976781169353
61.0,0.5,57.73866935483862
61.0,0.55,56.79334442862907
61.0,0.6,55.82403530322554
61.0,0.65,55.58094555524292
61.0,0.7,56.35874927741999
61.0,0.75,57.362256804435674
61.0,0.8,55.90323695483758
62.0,0.0,0.0
62.0,0.05,25.4676446780746
62.0,0.1,36.948298912903226
62.0,0.15,42.12840716113911
62.0,0.2,45.24960139354838
62.0,0.25,48.17500267767137
